-2.0e0 -3.0e0 1.90463062e-4 1.90463062e-4
-1.9183691e0 -3.0e0 2.59551472e-4 2.59551472e-4
-1.8367383e0 -3.0e0 3.4911856e-4 3.4911856e-4
-1.7551074e0 -3.0e0 4.635597e-4 4.635597e-4
-1.6734764e0 -3.0e0 6.0756895e-4 6.0756895e-4
-1.5918456e0 -3.0e0 7.8606514e-4 7.8606514e-4
-1.5102147e0 -3.0e0 1.00389452e-3 1.00389452e-3
-1.4285837e0 -3.0e0 1.26561925e-3 1.26561925e-3
-1.3469528e0 -3.0e0 1.57507686e-3 1.57507686e-3
-1.265322e0 -3.0e0 1.93502103e-3 1.93502103e-3
-1.183691e0 -3.0e0 2.34674419e-3 2.34674419e-3
-1.1020601e0 -3.0e0 2.80954396e-3 2.80954396e-3
-1.0204292e0 -3.0e0 3.3204453e-3 3.3204453e-3
-9.387982e-1 -3.0e0 3.8741356e-3 3.8741356e-3
-8.571674e-1 -3.0e0 4.4622353e-3 4.4622353e-3
-7.755363e-1 -3.0e0 5.0739279e-3 5.0739279e-3
-6.939055e-1 -3.0e0 5.6957283e-3 5.6957283e-3
-6.122746e-1 -3.0e0 6.3120654e-3 6.3120654e-3
-5.306438e-1 -3.0e0 6.9056888e-3 6.9056888e-3
-4.490128e-1 -3.0e0 7.4586488e-3 7.4586488e-3
-3.673819e-1 -3.0e0 7.9531868e-3 7.9531868e-3
-2.85751e-1 -3.0e0 8.3721992e-3 8.3721992e-3
-2.0412e-1 -3.0e0 8.7008517e-3 8.7008517e-3
-1.224892e-1 -3.0e0 8.9272049e-3 8.9272049e-3
-4.08583e-2 -3.0e0 9.0426277e-3 9.0426277e-3
4.07727e-2 -3.0e0 9.0426277e-3 9.0426277e-3
1.224036e-1 -3.0e0 8.927373e-3 8.927373e-3
2.040344e-1 -3.0e0 8.701333e-3 8.701333e-3
2.856653e-1 -3.0e0 8.3726396e-3 8.3726396e-3
3.672963e-1 -3.0e0 7.9536906e-3 7.9536906e-3
4.489272e-1 -3.0e0 7.4592215e-3 7.4592215e-3
5.30558e-1 -3.0e0 6.9062401e-3 6.9062401e-3
6.12189e-1 -3.0e0 6.3126633e-3 6.3126633e-3
6.938199e-1 -3.0e0 5.6964452e-3 5.6964452e-3
7.754507e-1 -3.0e0 5.0746397e-3 5.0746397e-3
8.570816e-1 -3.0e0 4.4629005e-3 4.4629005e-3
9.387126e-1 -3.0e0 3.8747165e-3 3.8747165e-3
1.0203435e0 -3.0e0 3.3210587e-3 3.3210587e-3
1.1019743e0 -3.0e0 2.81007506e-3 2.81007506e-3
1.1836053e0 -3.0e0 2.34717807e-3 2.34717807e-3
1.2652362e0 -3.0e0 1.93545331e-3 1.93545331e-3
1.346867e0 -3.0e0 1.57543016e-3 1.57543016e-3
1.4284981e0 -3.0e0 1.265921e-3 1.265921e-3
1.510129e0 -3.0e0 1.00415593e-3 1.00415593e-3
1.5917598e0 -3.0e0 7.8625787e-4 7.8625787e-4
1.6733907e0 -3.0e0 6.077431e-4 6.077431e-4
1.7550217e0 -3.0e0 4.636936e-4 4.636936e-4
1.8366525e0 -3.0e0 3.4922934e-4 3.4922934e-4
1.9182834e0 -3.0e0 2.59632428e-4 2.59632428e-4
1.9999144e0 -3.0e0 1.90525328e-4 1.90525328e-4

-2.0e0 -2.8775511e0 3.6392224e-4 3.6392224e-4
-1.9183691e0 -2.8775511e0 4.9554744e-4 4.9554744e-4
-1.8367383e0 -2.8775511e0 6.6605974e-4 6.6605974e-4
-1.7551074e0 -2.8775511e0 8.837289e-4 8.837289e-4
-1.6734764e0 -2.8775511e0 1.15742998e-3 1.15742998e-3
-1.5918456e0 -2.8775511e0 1.49641994e-3 1.49641994e-3
-1.5102147e0 -2.8775511e0 1.90979803e-3 1.90979803e-3
